GENE	BFH10_S128	BFH11_S129	BFH1_S123	BH01_S76	BH02_S77	BH03_S78	FH1_S162	FH2_S163	FH3_S164
2240_tnpA_DQ167474.1	0	0	0	0	0	0	0	0	0
2606_tnpA1_AB238971.1	0	0	0	0	0	0	0	0	0
875_tnpA_AY305378.1	0	0	0	0	0	0	0	0	0
505_tnpA4_AF550679.1	0	1	0	0	0	0	18	0	1
1239_tnpA_L48985.1	0	0	0	0	2	0	0	0	0
1773_tnpA_JQ796373.1	0	0	0	0	0	0	0	0	0
2038_tnpA_CP005961.1	0	0	0	0	0	0	0	0	1
427_tnpA_JF785549.1	0	0	0	0	13	0	6	2	0
795_tnpA_AE014299.2	0	0	0	0	0	0	0	0	0
1310_tnpA_ISSod21_AE014300.1	0	0	0	0	0	0	0	0	0
1061_tnpA_KT965093.1	0	1	0	0	0	0	0	0	0
1350_tnpA_KC561054.1	0	0	0	0	1	0	0	0	0
1487_istA11_HG916826.1	0	0	0	1	0	1	1	8	0
1578_tnpA_CP000646.1	0	0	0	0	9	0	4	3	0
2392_tnpA13_HG916826.1	0	3	12	5	4	4	9	33	7
2424_tnpA_CP000353.2	0	0	0	0	0	3	1	4	5
2563_tnpA_KU254577.1	0	0	3	0	0	1	4	24	3
311_IS91_LRLK01000111.1	0	0	0	0	0	0	0	0	0
1263_tnpA_AE014299.2	0	0	0	0	0	0	0	0	0
860_tnpA_AE014299.2	0	0	0	0	0	0	0	0	0
1123_tnpA_AMUK01000170.1	0	0	0	0	8	0	0	0	0
119_rep23_1_rep(pPR9)_GU237136.1	0	0	0	0	0	0	0	0	0
120_rep23_2_rep(pV030-8)_EU366902.1	0	0	0	0	0	0	0	0	0
1400_tnpA_AY148032.1	0	0	0	0	0	0	0	0	0
1900_tnpA_AY148030.1	0	0	0	0	0	0	0	0	0
2218_["tnpA["]KR822246.1	0	0	0	0	146	1	10	6	1
479_tnpA_AP013357.1	1	0	0	5	1	0	130	247	72
664_tnpA_KC609323.1	0	0	1	0	1	0	40	1	0
968_tnpA_Z17279.1	0	0	0	0	2	0	0	0	1
1840_tnpA_EU219534.1	0	0	0	1	14	0	6	0	0
1916_tnpA_KC170280.1	0	0	0	0	56	0	30	1	0
2336_tnpA_FJ715942.1	0	0	0	0	0	0	0	1	0
1819_tnpA_CP000353.2	0	0	0	2	0	0	0	0	0
1876_tnpA_AY305378.1	0	0	0	0	0	0	0	0	0
2098_tnpA_FJCC01000059.1	0	0	0	0	0	0	0	0	0
477_tnpA_AM258965.2	0	0	0	6	24	0	149	5	12
638_tnpA_DQ361537.1	0	0	0	0	0	0	0	1	0
800_tnpA3_FR854064.1	0	0	0	0	0	0	0	0	0
1640_tnpA_AF099014.1	0	0	0	0	0	0	0	0	0
421_tnpA_KU167609.1	2	2	5	56	702	7	688	34	37
1107_tnpA_HE613569.1	1	1	0	0	0	1	102	68	107
460_intI1_AF263519.1	50	138	41	160	280	46	153	25	17
542_intI1_DQ647028.2	81	239	76	338	614	76	317	39	32
1223_tnpA_DQ973625.1	0	0	0	0	0	0	0	0	0
1650_tnpA_CP000352.1	0	0	0	0	0	0	0	0	0
2162_tnpA_U73041.1	0	0	0	0	0	0	0	0	0
280_tnpA_JF714412.2	0	0	0	1	5	1	83	78	22
46_rep9_1_repA(pAD1)_L01794	0	0	0	0	0	0	0	0	0
49_rep9_4_repA2(pTEF2)_AE016831	0	0	0	0	0	0	0	0	0
992_tnpA_CP000354.2	0	0	0	1	0	0	0	0	0
104_rep21_2_rep(pNVH01)_AJ512814.1	0	0	0	0	0	0	0	0	0
108_rep21_6_rep(pBMSa1)_AY541446.1	0	0	0	0	0	0	0	0	0
323_tnpA_KU682281.1	0	1	0	4	118	1	268	3	3
349_tnpA_JX041889.1	0	1	0	1	80	1	253	13	1
116_rep21_14_rep(pKH21)_EU350088.1	0	0	0	0	0	0	0	0	0
2472_tnpA_JN106170.1	2	3	11	6	0	0	109	274	74
2640_Tn916-orf14_KC414929	5	2	8	2	1	5	9	0	24
465_IS91_LRKZ01000069.1	0	0	0	0	0	0	0	0	0
47_rep9_2_prgW(pCF10)_AY855841	0	0	0	0	0	0	0	0	0
48_rep9_3_repA(pPD1)_D78016	0	0	0	0	0	0	0	0	0
646_tnpA_KU167609.1	0	0	0	2	0	0	68	68	36
103_rep21_1_rep(pWBG754)_GQ900396.1	0	0	0	0	0	0	0	0	0
2393_tnpA_CP000354.2	0	0	0	1	0	0	0	0	0
109_rep21_7_rep(pWBG760)_GQ900473.1	0	0	0	0	0	0	0	0	0
111_rep21_9_rep(pKH12)_EU168704.2	0	0	0	0	0	0	0	0	0
112_rep21_10_rep(pKH14)_EU164802.1	0	0	0	0	0	0	0	0	0
113_rep21_11_rep(pSA1308)_AB254848.1	0	0	0	0	0	0	0	0	0
114_rep21_12_rep(pKH3)_AF151117.1	0	0	0	0	0	0	0	0	0
135_repUS13__CDS1(pUSA01)_NC007790	0	0	0	0	0	0	0	0	0
227_pSL483_1__CP001137	0	0	0	0	0	0	0	0	0
1355_ISUnb4_LPNI01000100	0	0	0	0	0	0	0	0	0
1535_Tn916-orf20_KC414929	0	1	0	1	0	1	4	7	18
368_tnpA_KT364224.1	0	2	3	1	0	10	0	0	1
94_rep20_3_rep(pTW20)_FN433597.1	0	0	0	0	0	0	0	0	0
121_rep24_1_rep(pWBG745)_GQ900389.1	0	0	0	0	0	0	0	0	0
2260_tniB_FP929140.1	0	0	0	0	0	0	0	0	0
1176_tnpA_DQ164214.1	0	2	1	0	13	3	9	1	3
122_rep24_2_rep(pWBG749)_GQ900391.1	0	0	0	0	0	0	0	0	0
17_rep5_2_rep(pN315)_AP003139	0	0	0	0	0	0	0	0	0
45_rep8_2_repA(pEJ97-1)_AJ49170	0	0	0	0	0	0	0	0	0
59_rep11_2_repA(pEF1071)_AF164559	0	0	0	0	0	0	0	0	0
796_tnpA_AF133698.1	0	0	0	1	0	0	3	0	0
83_rep19_2_rep(pSA1379)_NC007931	0	0	0	0	0	0	0	0	0
84_rep19_3_CDS20(pSJH901)_CP000704	0	0	0	0	0	0	0	0	0
86_rep19_5_rep(pWBG747)_GQ900399.1	0	0	0	0	0	0	0	0	0
91_rep19_10_rep(pWBG746)_GQ900390.1	0	0	0	0	0	0	0	0	0
1083_int2_CP002967.1	0	0	0	0	0	0	0	0	0
1323_tnpA_GQ324957.1	0	0	0	1	0	0	1	7	3
1594_int2_CP006632.1	0	0	0	0	0	0	0	0	0
1637_tnpA_HM204990.1	0	0	0	0	0	1	1	6	3
1797_tnpA_CBVQ010000068.1	0	0	0	0	0	0	2	1	0
2561_tnpA_KP987215.1	0	0	0	0	0	0	13	0	0
2763_tnpA_GQ919187.1	0	2	8	1	2	8	2	8	3
333_tnpA_KP893385.1	1	1	3	45	925	4	595	31	7
431_IS91_MSKG01000425.1	0	0	0	0	0	0	0	0	0
452_tnpA_AF052751.1	0	2	0	1	1	0	0	4	0
571_tnpA_KX710093.1	0	0	0	18	361	7	234	17	3
602_tnpA_AF491307.2	1	0	1	0	0	1	6	10	5
642_tnpA-2_AJ877225.1	1	1	2	10	1	5	13	6	8
710_tnpA_AY894752.1	3	0	2	1	0	5	17	41	15
769_tnpA_KX029332.1	0	0	0	16	508	4	331	19	4
866_tnpA_KT818596.1	0	0	0	0	17	0	0	0	0
1151_IS621_NC009800	1	0	0	1	12	0	18	1	0
228_pYE854_1__AM905950	0	0	0	0	0	0	0	0	0
233_pENTAS02_1__CP003028	0	0	0	0	0	0	1	1	0
635_int2_AY509004.1	0	0	0	0	4	0	3	1	0
329_tnpA_KC344543.1	0	0	0	0	0	0	7	0	0
1565_tnpA_JX442974.1	0	0	3	3	24	0	20	0	0
1860_tnpA1_JN648090.1	0	7	17	32	1	89	94	431	86
60_rep11_3_rep(pEFR)_AF511037	0	0	0	0	0	0	0	0	0
87_rep19_6_ORF34(EDINA)_AP003089.1	0	0	0	0	0	0	0	0	0
88_rep19_7_repA(SAP019A)_GQ900385.1	0	0	0	0	0	0	0	0	0
89_rep19_8_repA(pWBG759)_GQ900401.1	0	0	0	0	0	0	0	0	0
90_rep19_9_repA(AP071A)_GQ900485.1	0	0	0	0	0	0	0	0	0
1116_tnpA_BBSJ01000031.1	0	0	0	0	0	0	0	0	0
1715_IS91_MJIL01000013.1	0	0	0	0	0	0	0	0	0
1915_tnpA_CDAG01000005.1	0	0	0	0	0	0	0	1	1
2648_tnpA_KF682462.1	0	2	0	3	0	0	9	0	0
312_IS91_MSKG01000291.1	0	0	0	0	0	0	0	0	0
82_rep19_1_CDS45(pLEW6932)_NC009130	0	0	0	0	0	0	0	0	0
947_tnpA_JX077110.1	0	0	0	0	0	0	1	0	0
1764_tnpA_X97015.1	0	0	0	0	0	0	0	0	0
1090_tnpA_13_KU665641.1	0	0	0	2	40	0	22	0	0
1426_tnpA_KF445086.1	0	0	0	0	2	0	7	0	0
1485_tnpA_KU666846.1	0	0	0	0	17	0	40	2	0
1510_tnpA_KJ933392.1	0	0	0	1	88	1	17	2	2
1644_tnpA_KX029332.1	0	0	0	0	20	0	37	0	0
2374_tnpA_KX029332.1	0	0	0	0	26	2	37	1	0
289_tnpA_KX029332.1	0	0	1	0	14	0	37	0	0
334_IS91_MOIG01000044.1	0	0	0	0	0	0	0	0	0
574_tnpA_KT225462.1	0	0	0	1	41	1	39	1	0
627_tnpA_JN983042.1	0	0	0	0	71	1	49	2	0
825_tnpA_U66917.2	0	1	0	0	0	1	0	1	0
830_tnpA_KF537631.1	0	0	0	0	9	0	20	0	0
1933_IS91_MNFW01000015.1	0	0	0	0	0	0	0	0	0
1186_tnpA_AJ870469.1	0	0	0	0	0	0	0	0	0
143_repUS21__rep(pWBG764)_GQ900468.1	0	0	0	0	0	0	0	0	0
350_tnpA_CCYY01000041.1	0	0	0	0	0	0	8	4	1
1686_tnpA_AE014299.2	0	0	0	0	0	0	0	0	0
2056_ISPbu1_AEPD01000037	0	0	0	0	0	0	0	0	0
1288_tnpA_DQ174113.1	0	0	0	0	0	0	2	5	3
130_repUS8__ORF1(pOg32)_LOPPOG32	0	0	0	0	0	0	0	0	0
2760_tnpA_CDAE01000006.1	0	0	0	0	0	0	0	0	0
559_tnpA_BX936398.1	0	0	0	0	0	0	0	0	0
71_rep15_1_repA(pLW043)_AE017171	0	0	0	0	0	0	0	0	0
1931_IS91_AM746676.1	0	0	0	0	0	0	0	0	0
2427_tnpA_KJ817377.1	1	0	1	1	14	8	5	2	4
1022_tniA_CCES01000002.1	0	0	0	0	0	0	0	0	0
1032_IS292_L29283	0	0	0	0	0	0	0	0	0
1181_tnpA11_HG916826.1	0	0	2	0	6	1	3	2	1
2216_tnpA_KP893385.1	0	0	0	0	8	0	46	0	0
2747_tnpA_Y13383.2	0	0	0	0	0	0	0	0	0
70_rep14_3_ORF(pRI1)_EU327398	0	0	0	0	1	0	0	0	2
106_rep21_4_repRC(pSK41)_AF051917.1	0	0	0	0	0	0	0	0	0
1353_ISPvsp1_CAYW010000122	0	0	0	0	0	0	0	0	0
1358_ISBaba6_CP012155	0	0	0	0	0	0	0	0	0
2068_ISPrmu1_GL945017	0	0	0	0	0	0	0	0	0
1480_tnpA_AF086815.2	0	7	7	1	0	8	51	79	27
1332_tnpA_AM491042.1	0	0	0	0	0	0	0	0	0
1746_int2_CP000645.1	0	0	0	1	2	0	10	0	1
1923_tnpA_JN106171.1	0	0	0	1	0	0	0	1	0
2078_tnpA_EF118171.1	0	0	0	0	20	0	65	3	8
2288_tnpA_CDAC01000056.1	0	0	0	0	0	0	6	6	2
2338_tnpA_EF628291.1	2	1	0	0	0	0	14	45	3
2500_tnpA_HE646882.2	0	0	0	0	0	0	0	0	0
100_rep20_9_repA(SAP055A)_GQ900414.1	0	0	0	0	0	0	0	0	0
24_rep7_1_repC(Cassette)_AB037671	0	0	0	0	0	0	0	0	0
26_rep7_3_CDS1(pCW7)_J03323	0	0	0	0	0	0	0	0	0
28_rep7_5_CDS1(pKC5b)_AF378372	0	0	0	0	0	0	0	0	0
31_rep7_8_CDS4(pS194)_NC005564	0	0	0	0	0	0	0	0	0
32_rep7_9_CDS3(pUSA02)_NC007791	0	0	0	0	0	0	0	0	0
33_rep7_10_repC(pKH17)_NC_010284.1	0	0	0	0	0	0	0	0	0
35_rep7_12_rep(SAP060B)_GQ900417.1	0	0	0	0	0	0	0	0	0
41_rep7b_1_repJ(pC223)_NC_005243.1	0	0	0	0	0	0	0	0	0
58_rep11_1_repA(pB82)_AB178871	0	0	0	0	0	0	3	12	0
95_rep20_4_repA(SAP102A)_GQ900496.1	0	0	0	0	0	0	0	0	0
96_rep20_5_repA(pSK23)_GQ900491.1	0	0	0	0	0	0	0	0	0
97_rep20_6_repA(SAP059A)_GQ900480.1	0	0	0	0	0	0	0	0	0
98_rep20_7_repA(SAP074A)_GQ900426.1	0	0	0	0	0	0	0	0	0
99_rep20_8_repA(SAP063A)_GQ900418.1	0	0	0	0	0	0	0	0	0
36_rep7_13_rep(pSBK203)_U35036.1	0	0	0	0	0	0	0	0	0
2770_tnpA_ISSod24_AE014300.1	0	0	0	0	0	0	0	0	0
362_IS91_CP003742.1	0	0	0	0	0	0	0	0	0
2262_tniB_HG938355.1	0	0	0	0	0	0	0	0	0
42_rep7b_2_pVGA_NC_011605.1	0	0	0	0	0	0	0	0	0
1102_ISPvsp2_ALJQ01000002	0	0	0	0	0	0	0	0	0
1156_ISCrsp1_LGIP01000002	0	1	3	0	0	0	3	2	2
102_rep20_11_repA(VRSAp)_AP003367	0	0	0	0	0	0	0	0	0
136_repUS14__repA(VRSAp)_AP003367	0	0	0	0	0	0	0	0	0
145_repUS23__repA(SAP099B)_GQ900449.1	0	0	0	0	0	0	0	0	0
2070_IS26_LN794248.1	0	0	0	0	6	1	0	1	0
2548_tnpA_U75371.3	1	7	3	1	1	2	72	32	26
25_rep7_2_CDS2(pC221)_NC002129	0	0	0	0	0	0	0	0	0
34_rep7_11_repD(pTZ4)_NC010111.1	0	0	0	0	0	0	0	0	0
93_rep20_2_repA(pWBG753)_GQ900395.1	0	0	0	0	0	0	0	0	0
1999_Tn916-orf13_KC414929	16	3	13	0	1	8	15	3	20
30_rep7_7_rep(pKH7)_NC002096	0	0	0	0	0	0	1	0	0
43_rep7b_3_SAP089A_GQ900440.1	0	0	0	0	0	0	0	0	0
712_tnpA_EU850412.1	5	7	9	7	11	2	477	282	223
80_rep18_1_repA(p200B)_AB158402	0	0	0	0	0	0	2	0	0
834_tnpA_AB262966.1	0	0	0	0	0	0	0	0	0
1932_IS91_CELV01000241.1	0	0	0	0	0	0	0	0	0
2031_tnpA_JIDO01000087.1	0	0	0	0	0	0	0	0	0
20_rep5_5_rep(pRJ6)_AF241888.2	0	0	0	0	0	0	0	0	0
2438_tniB_CCRH01000002.1	0	0	0	0	0	0	0	0	0
2529_tnpA_EU402605.1	0	0	0	0	0	0	0	0	0
1475_tnpA_KR066794.1	0	0	0	0	0	0	28	43	6
107_rep21_5_repRC(pGO1)_FM207042.1	0	0	0	0	0	0	0	0	0
229_pIP32953_1__BX936400	0	0	0	0	0	0	0	0	0
2804_tniA_KM877517.1	2	4	8	23	15	14	16	1	1
322_IS91_LRKQ01000180.1	0	0	0	0	0	0	0	0	0
1146_tnpA_KP826704.1	0	0	0	0	12	0	15	1	0
1486_tnpA_EF011038.1	0	0	0	0	15	0	0	0	0
1667_tniB_AP014882.1	0	0	0	0	0	0	0	0	0
1986_tnpA_AE014299.2	0	0	0	0	0	0	0	0	0
2248_tnpA_KU961660.2	0	0	0	0	0	0	0	0	1
2284_tnpA_KP900016.1	0	0	0	0	40	0	13	1	0
2308_tnpA_CCES01000010.1	0	0	0	0	0	0	0	0	0
2802_tnpA2_HE578058.1	0	0	0	0	6	0	7	0	0
379_tnpA_KU743384.1	0	0	0	0	0	0	0	0	0
562_tnpA_HE577112.1	0	0	0	2	74	0	12	1	2
608_tnpA_AE014299.2	0	0	0	0	0	0	0	0	0
65_rep13_3_rep(pWBG1773)_EF537646	0	0	0	0	0	0	0	0	0
717_tnpA4_HE578058.1	0	0	0	1	14	1	22	1	0
750_tnpA_KX276209.1	0	1	2	0	83	2	129	5	3
1586_IS91_LRLH01000146.1	0	0	0	0	0	0	0	0	0
473_tniB_U67194.4	11	21	6	6	23	25	29	15	5
1103_tniB_CP017646.1	0	0	0	0	0	0	0	1	3
131_repUS9__rep(pSK1)_AF203376	0	0	0	0	0	0	0	0	0
2036_tnpA_AY858559.1	0	0	0	0	0	0	0	0	0
2718_tnpA1_CP003730.1	0	0	0	0	0	0	0	0	0
500_tniB_GQ406245.5	0	0	0	0	0	0	0	1	5
846_tnpA_HF545435.1	0	0	0	0	0	0	5	0	1
1145_tniB_CCRM01000039.1	0	0	0	0	0	0	0	0	0
1985_tnpA_AY509004.1	0	4	0	0	9	5	9	13	0
231_pIP31758(p59)_1_p59_CP000718	0	0	0	0	0	0	0	0	0
1308_tnpA_HE971709.1	0	0	0	0	0	0	0	0	0
2025_tniB_CP002194.1	0	0	0	0	0	0	0	0	0
2249_tnpA1_HG916853.1	0	0	0	0	0	0	0	2	0
1681_tnpA_AE014299.2	0	0	0	0	0	0	0	0	0
965_tnpA_JQ364968.1	0	0	0	0	7	0	30	18	14
1018_tniB_AM261760.1	0	2	4	1	1	2	3	8	3
1185_tniB_CBTR010000030.1	0	1	1	0	0	0	1	0	0
1266_tniB_EU306744.1	0	1	0	0	3	1	11	2	2
1271_tniB_CP002152.1	0	1	0	0	1	0	3	4	1
1409_tniB_AM993098.1	7	7	1	1	5	3	7	1	1
1513_tniB_AB063332.1	0	2	1	0	3	0	1	1	0
1694_tnpA_EF577044.1	0	0	0	3	0	0	0	0	0
2239_tniB_AEEU01000268.1	0	1	0	0	0	0	0	0	0
230_pIP31758(p153)_1_p153_CP000719	0	0	0	0	0	0	0	0	0
2801_tniB_KU254577.1	0	2	6	3	15	1	5	15	1
353_tniB_LN794248.1	2	2	0	2	22	2	61	9	17
439_tniB_GQ227991.1	0	2	0	2	1	0	17	9	4
951_tniB_JN106167.1	0	4	0	1	0	0	4	2	3
2772_tnpA_KF295828.1	0	1	0	0	64	1	149	1	0
1539_tnpA_CCYR01000035.1	0	0	0	0	0	0	0	1	0
2094_tnpA_AB220949.1	1	0	0	0	0	0	0	0	0
2704_tnpA(IS5)_AJ698325.1	0	0	0	30	246	3	131	3	0
581_tnpA_CCYV01000085.1	0	0	0	0	0	0	0	0	1
1751_int2_KM886863.1	0	0	0	0	0	0	0	0	0
2439_tniB_CP000644.1	0	0	0	0	0	0	0	0	0
2792_tniB_AMFJ01009282.1	0	0	0	0	0	0	0	0	0
1976_tniB_AEWV01000009.1	0	0	0	0	0	0	0	0	0
2428_tniB_AGAZ01000061.1	0	0	0	0	0	0	0	0	0
960_tnpA_FN568063.1	0	0	0	0	0	0	0	0	0
1265_tniB_CP000630.1	0	0	0	0	0	0	0	0	0
1317_tniB_AM236084.1	0	0	0	0	0	0	0	0	0
1318_tnpA1B1-ISLL6_LT599053.1	0	0	0	0	0	0	0	0	0
1321_tnpA_KX094555.1	0	0	1	1	6	0	73	66	22
2585_IS91_MOIK01000173.1	0	0	0	0	0	0	0	0	0
352_tnpA_CYGQ01000002.1	0	0	0	0	0	0	0	0	0
2192_tnpA_DQ303459.3	0	0	0	2	25	1	26	0	0
1420_IS91_CP003742.1	0	0	0	0	0	0	0	0	0
1853_IS91_CP003740.1	0	0	0	0	0	0	0	0	0
523_IS91_CP003742.1	0	0	0	0	0	0	0	0	0
711_tniB_ANGG01000400.1	0	0	0	0	0	0	0	0	0
197_p0111_1__AP010962	0	0	0	0	0	0	0	0	0
2186_tnpA_HF953351.1	0	0	0	0	0	0	0	3	0
1415_tniB_AECL01000076.1	0	0	0	0	0	0	0	0	0
2087_tnpA_CP002124.1	0	0	0	0	0	0	0	0	0
2271_tnpA_EU850412.1	0	0	1	0	0	0	26	9	2
2385_IS91_CP003740.1	0	0	0	0	0	0	0	0	0
2794_tniB_CP003566.1	0	0	0	0	0	0	0	0	0
934_tnpA_AJ344068.1	0	0	0	0	0	0	1	3	0
1000_tnpA_JQ364968.1	1	4	3	11	6	3	717	612	303
1264_tnpA_AE014299.2	0	0	0	0	0	0	0	0	0
1657_tnpA_EF059914.1	0	1	1	1	0	0	3	20	3
1661_IS91_CP007037.1	0	0	0	1	0	0	0	0	0
2542_tniB_FP103042.2	0	0	0	0	0	0	0	0	0
772_IS91_CP002616.1	0	0	0	0	0	0	0	0	0
2259_tniA_JF262170.1	0	0	0	0	0	0	0	1	3
2742_tnpA_KR055667.1	0	0	0	0	0	0	6	2	0
92_rep20_1_ORF1(EDINA)_AP003089	0	0	0	0	0	0	0	0	0
1215_IS91_MOCQ01000095.1	0	0	0	0	0	0	0	0	0
187_IncFIB(pHCM2)_1_pHCM2_AL513384	0	0	0	0	0	0	0	0	0
367_qacEdelta_EU117158.1	12	22	12	52	57	13	55	6	5
1281_tnpA1_CAGD01000038.1	0	0	0	0	0	0	0	0	0
1509_tniB_AY305378.1	0	0	0	0	0	0	0	0	0
1609_int2_KT389472.1	0	0	0	0	0	0	0	0	0
2247_tnpA_CP000645.1	0	0	0	0	0	0	0	0	0
2541_tniB_CP002879.1	0	0	0	0	0	0	0	0	0
478_IS91_LGMW01000067.1	0	0	0	0	0	0	0	0	0
910_tnpA_AB854326.1	0	0	0	0	0	0	0	0	0
1255_IS91_CP003740.1	0	0	0	0	0	0	0	0	0
2504_tnpA_EU366287.1	0	0	0	0	0	0	0	0	0
2564_tnpA_CDAG01000031.1	0	0	0	0	0	0	0	0	0
2727_IS91_CP000267.1	0	0	0	0	0	0	0	0	0
266_Rep_1_pKPC-2_CP011573	0	0	0	0	0	0	0	1	0
519_IS91_LGMW01000167.1	0	0	0	0	0	0	0	0	0
1147_tnpA_FQ311873.1	0	0	0	0	0	0	0	0	0
16_rep5_1_rep(pMW2)_NC005011	0	0	0	0	0	0	0	0	0
18_rep5_3_rep(pWBG752)_GQ900394.1	0	0	0	0	0	0	0	0	0
19_rep5_4_rep(SAP047A)_GQ900405.1	0	0	0	0	0	0	0	0	0
2097_tnpA_ISSod1__AAYX01000002.1	0	0	0	0	0	0	0	0	0
556_tnpA_JX421697.1	0	0	0	0	0	0	1	1	1
1276_IS91_CP000039.1	0	0	0	0	1	0	0	0	0
1992_tnpA_7_CP014358.1	0	0	0	0	2	0	0	0	0
2115_IS91_CP017105.1	0	0	0	0	0	0	0	0	0
21_rep5_6_rep(pRJ9)_AF447813.1	0	0	0	0	0	0	0	0	0
2523_tnpA1133_AY463797.8	0	0	0	0	0	0	0	0	0
2709_tnpA_AGBU01000010.1	0	0	0	0	0	0	0	0	0
2736_tnpA_CP006248.1	0	0	0	0	0	0	0	0	0
351_tnpA_AB588180.1	0	0	0	0	0	0	0	1	0
1291_IS91_AHIE01000006.1	0	0	0	0	1	0	0	0	0
15_rep4_3_ORF(pMBB1)_EFU26268	0	0	0	0	0	0	0	0	0
1727_tnpA1_HG916826.1	0	0	0	0	0	0	0	3	0
1473_tnpA_AJ344068.1	0	1	0	0	0	0	0	4	3
1867_IS91_CP003879.1	0	0	0	0	0	0	0	0	0
2521_tniB_KU549175.1	0	0	0	0	0	0	0	0	0
403_tnpA_AP014631.1	0	0	0	0	0	0	0	0	0
723_tnpA_AF102990.1	0	0	0	0	1	0	0	0	0
1404_IS91_CP003742.1	0	0	0	0	0	0	0	0	0
27_rep7_4_repD(pK214)_NC009751	0	0	0	0	0	0	0	0	0
66_rep13_4_rep(pKH13)_NC010426.1	0	0	0	0	0	0	0	0	0
2019_tniB_AB270530.1	0	0	0	0	0	0	0	0	0
1371_tnpA_AF232004.3	0	0	0	0	0	0	0	0	0
1700_tnpA_HF545435.1	2	6	1	2	68	2	55	6	1
1874_tnpA_JX843238.1	0	0	1	0	21	1	15	0	2
39_rep7_16_repD_AY939911	0	0	0	0	0	0	0	0	0
453_tnpA1B1-IS1068_LT599053.1	0	0	0	0	0	0	33	4	3
764_int2_LN614756.1	0	0	0	0	0	0	0	0	0
1670_IS91_CP000034.1	0	0	0	0	0	0	0	0	0
1779_tnpA_KR066794.1	0	0	0	0	0	0	38	37	5
1977_tniB_JNFD01000038.1	0	0	0	0	0	0	0	0	0
2429_tniA_KM877517.1	3	7	2	14	17	12	15	2	2
1272_IS91_CP002028.1	0	0	0	0	0	0	0	0	0
1446_tniA_CCES01000002.1	0	2	3	0	0	0	0	0	0
1805_int3_FN434113.1	0	0	0	0	0	0	0	0	0
494_tnpA_HE616910.2	0	5	0	6	31	0	6	0	1
566_IS91_LRKB01000150.1	0	0	0	0	0	0	0	0	0
1581_tnpA_CU459003.1	0	0	0	0	0	0	0	0	1
1950_IS91_HE970764.1	0	0	0	0	0	0	0	0	0
2076_tnpA27_HG918041.1	0	0	0	3	43	0	9	1	1
2757_tnpA_ISSod33_AE014300.1	0	0	0	0	0	0	5	0	0
531_IS91_LGNE01000133.1	0	0	0	0	0	0	0	0	0
639_tnpA_JF785549.1	0	0	0	7	136	1	67	5	1
64_rep13_2_CDS39(pSSP1)_AP008935	0	0	0	0	0	0	0	0	0
666_IS91_LRLU01000254.1	0	0	0	0	0	0	0	0	0
967_tnpA_CAGD01000002.1	0	0	0	0	0	0	0	0	0
994_IS91_CP003837.1	0	0	0	0	0	0	0	0	0
13_rep4_1_CDS2(pCRL291.1)_NC002799	0	0	0	0	0	0	0	0	0
777_tnpA-5_AJ877225.1	0	0	2	0	74	3	95	3	2
2442_tnpA_12_KU665641.1	0	0	0	0	28	0	16	0	0
303_IS91_CP001383.1	0	0	0	0	1	0	0	0	0
488_IS91_LRMA01000117.1	0	0	0	0	0	0	0	0	0
1168_tnpA_HE858529.1	0	0	0	0	0	0	0	0	0
2309_tnpAN_CP003376.1	5	8	4	10	76	3	7	7	3
2479_istB1_LK391695.1	7	3	7	5	0	2	3	12	2
2522_tnpA_KX029332.1	0	0	0	0	0	0	79	0	0
402_tnpA_CP002474.1	0	1	0	3	21	1	3	0	0
696_IS91_AF074613.1	0	0	0	0	1	0	3	0	0
37_rep7_14_rep(MSSA476)_BX571857.1	0	0	0	0	0	0	0	0	0
857_IS91_CP007448.1	0	1	0	0	0	0	6	0	0
865_IS91_FN649418.1	0	1	1	0	12	0	3	1	1
139_repUS17__rep(pKKS825)_FN377602.2	0	0	0	0	0	0	0	0	0
2693_IS91_MPUO01000145.1	0	1	1	1	1	1	2	7	0
472_IS91_FN822745.1	0	0	0	0	0	0	0	0	0
1305_istB_EF107516.1	4	1	0	2	0	0	0	0	0
1571_IS91_AZMI01000001.1	0	0	0	0	0	1	0	0	0
361_tniB_KF056330.2	8	21	13	13	42	37	47	7	4
902_IS91_MLPZ01000009.1	7	1	6	2	0	12	0	0	1
14_rep4_2_CDS3(pKC5b)_AF378372	0	0	0	0	0	0	0	0	0
1777_tnpA_AH009976.2	0	0	0	0	4	0	7	1	0
201_IncFIB(pCTU1)_1_pCTU1_FN543094	0	0	0	0	0	0	0	0	0
2426_istA_CP002879.1	0	0	0	0	0	0	2	4	0
193_IncP(6)_1__JF785550	0	2	1	0	127	1	81	6	1
2081_tnpA_JX077110.1	0	0	0	0	7	0	16	3	0
2134_IS91_CP003917.1	0	0	0	0	0	0	0	0	0
2274_tnpA_CP013672.1	0	0	0	0	0	0	0	0	0
2372_tnpA_JX077110.1	0	0	0	0	4	0	18	0	0
325_IS91_LYDO01000032.1	1	0	0	0	17	0	3	1	0
679_tnpA1_AF550679.1	0	0	0	0	6	0	0	0	0
728_tnpA_HE858529.1	0	0	0	0	0	0	0	0	0
844_istB_KU254577.1	7	4	2	4	0	5	39	35	23
2602_tnpA_CU459003.1	0	0	0	0	0	0	0	0	0
2281_istB_AM261760.1	0	0	0	0	0	0	1	0	0
