GENE	BFH12_S130	BH09_S83	BFH35_S153	BSE93_S121	BH47_S108	BH52_S112	BH36_S101	BFH33_S151	BFH9_S127	FH6_S167	BH10_S84	BFH15_S133	BFH22_S140	BFH31_S149	BH50_S111	BH30_S94	BFH32_S150	BFH6_S125	BFH8_S126	BSE100_S122	BFH20_S138	BFH21_S139	BFH14_S132	BFH24_S142	FH1_S162	BH06_S81	BSE79_S120	BH34A_S98	BH20_S88	BFH17_S135	BH31_S95	BH11_S85	BFH36_S154	BH22_S89	BH45_S106	BH61_S116	FH5_S166	BFH25_S143	BFH41_S160	BFH18_S136	BH59_S114	BH13_S86	BH03_S78	BH38_S103	BFH40_S159	BFH38B_S157	BH33_S97	BH32_S96	BFH13_S131	BFH4_S124	BFH10_S128	BFH39_S158	BFH19_S137	BH37_S102	FH8_S169	BH04_S79	BH25_S91	BH01_S76	BFH23_S141	BH58_S113	BH14_S87	BSE74_S119	BH05_S80	BFH1_S123	FH3_S164	BH63_S118	BH48_S109	BFH34_S152	BFH28_S146	BH07_S82	BFH11_S129	BH44_S105	FH10_S171	FH9_S170	BFH27_S145	BFH29_S147	FH7_S168	BFH16_S134	FH4_S165	BH02_S77	BH29_S93	BH39_S104	BH60_S115	BH62_S117	BH27_S92	BFH26_S144	BH35_S100	BFH37_S155	FH2_S163	BFH42_S161	BH46_S107	BH24_S90	BH34B_S99	BFH38A_S156	BH49_S110	BFH30_S148
1862_tnpA_CP001879.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1891_IS91_CP003742.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1051_tnpA_AKTZ01000001.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1257_tnpA_CP002039.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
1875_istA5_LK391695.1	4	15	106	14	1	0	32	5	0	32	24	7	0	4	2	6	8	1	8	0	8	2	1	1	56	0	1	1	1	0	2	0	118	1	3	3	84	40	8	4	1	23	1	6	4	48	3	18	94	0	1	0	67	7	58	0	0	25	5	3	2	0	308	0	2	1	6	11	3	9	0	6	0	38	1	15	156	0	14	2	7	3	0	1	93	12	5	4	38	21	0	0	0	37	1	1
2391_IS91_CP018031.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2719_tnpA_AB035483.1	1	2	0	0	0	0	1	0	3	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	3	1	0	0	0	2	0	0	0	0	0	6	0	0	0	0	2	0	0	0	0	0	1	4	0	1	2	0	0	0	0	0	0	1	0	0	0
2482_IS91_LGMW01000116.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	32	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
1106_tnpA_AF100324.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1393_tnpA_FR733648.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
864_IS91_CU928147.1	0	0	1	0	0	0	0	2	13	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	14	11	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	8	0	10
904_tnpA_CP000353.2	8	2828	24	4	24	3	10	6	35	22	54	3	2	0	17	4	10	27	7	3	11	5	1	0	28	5	0	0	0	1	0	1	1	0	5	2	3	19	9	0	31	13	22	18	1	4	0	16	10	0	2	1	41	2	30	5	3	26	6	29	1	0	3	9	71	0	5	70	35	1	13	0	2	21	0	23	40	2	21	1	4	0	25	0	2	12	2	6	150	2	2	0	1	6	8	4
2629_IS91_MLFK01000009.1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0
1384_IS91_MOKM01000293.1	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	6	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	8	0	0
2106_IS91_MOKM01000200.1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	4	0	0
617_IS91_MJVB01000036.1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
429_tnpA_AF026542.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
940_tnpA_AF086815.2	12	13	247	548	3398	365	84	130	417	420	125	201	26	18	12	27	179	84	1	13	62	21	34	2	421	6	9	4	5	11	31	3	40	0	48	6	74	159	162	25	34	72	1	149	77	127	3	380	189	6	25	55	196	24	358	2	2	3295	100	7	8	0	67	178	444	1	186	4179	3611	31	14	49	0	115	8	368	574	4	414	73	42	10	5	4	132	148	42	51	2218	52	205	3	14	144	66	126
1788_int2_X90708.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
1857_IS91_CP003742.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1383_IS91_MIWB01000054.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1010_tnpA_AJ233397.3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	17	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
2464_tnpA_KC710195.1	0	19	97	10	6	2	352	47	3	20	59	596	200	3	70	36	14	7	2774	0	837	118	5	1	46	5	0	5	0	4	4	4	101	0	9	11	33	3345	23	28	556	441	124	76	49	275	1	97	11	4	4	25	103	245	31	1	0	13	11	65	4	3	2	8	65	0	16	343	171	34	4	18	0	25	3	111	65	3	22	11	94	20	2	1	102	587	110	2	229	12	3	0	7	286	6	23
270_IS91_MOFF01000153.1	190	10	454	111	329	23	306	1454	236	10	15	1108	53	1516	156	192	600	191	361	5	175	174	897	3	84	120	217	88	2	185	158	17	445	2	104	1134	17	1761	570	196	371	495	1158	2495	364	1213	35	1712	1197	638	853	854	805	348	21	16	7	11	897	368	41	6	357	110	33	4	599	399	579	16	336	92	3	49	3	1238	27	279	79	226	223	120	453	739	55	381	213	1368	61	87	46	3	102	1245	376	339
1078_int3_CP013672.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1577_IS91_MKEK01000001.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2244_tnpA_KX243412.1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
1049_tnpA_HF565366.1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1187_IS91_CXMY01000316.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
2356_tnpA_JQ319423.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2389_tnpA_FKRR01000002.1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	10	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7
2689_tnpA_KX470419.1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	8	0	0	1	1	1	28	2	0	0	2	0	0	500	7	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	1	1	4
292_tnpA_FKRS01000031.1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	7	0	0	0	0	0	5	0	0	0	0	0	0	58	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
394_tnpA_KT862781.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
527_tnpA_CDAB01000007.1	0	0	1	5	1	0	6	3	0	32	0	0	2	10	2	0	1	0	3	0	0	0	0	0	10	0	0	0	0	0	0	1	1	0	0	1	10	1	4	0	0	0	0	1	5	1	0	4	1	1	0	4	2	0	5	0	0	0	0	0	19	1	2	0	9	0	4	2	5	0	0	7	0	6	0	32	1	0	13	0	0	0	0	0	0	0	0	1	23	0	1	0	0	0	0	2
805_tnpA_FMRQ01000002.1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	9	0	0	0	0	0	9	0	0	0	1	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7
923_tnpA_FMOA01000003.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2123_IS91_MQUF01000021.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1012_IS91_CP018684.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1815_int3_CP009612.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2255_tnpA1_HE572590.1	0	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
2656_IS91_HG983279.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2765_tnpA2_HE572590.1	0	0	4	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	3	1	0	0	0	0	1	0
1193_tnpA_JX424614.1	0	555	87	3	2	4	9	37	5	74	612	6	9	865	10	30	5	1	40	3	4	4	3	0	124	8	3	7	7	3	10	5	32	4	1	10	37	14	57	3	0	95	12	3	15	20	3	8	0	12	1	160	1440	1	671	0	1	16	1	6	2	0	5	1	7	0	81	51	3	1	3	0	2	41	0	44	1290	2	38	1171	14	6	3	4	9	4	4	197	51	0	1	0	16	19	4	221
2658_IS91_KX957971.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
449_tnpA_CDAD01000027.1	1	3	4	13	1	0	10	2	0	39	2	4	2	4	12	3	2	1	1	0	2	0	1	0	21	1	0	2	0	0	5	0	2	0	3	0	14	1	6	1	0	0	0	3	2	2	0	5	1	5	0	5	3	0	23	5	0	2	0	0	17	0	1	0	71	0	6	1	5	0	0	4	0	8	0	110	8	0	24	0	8	0	0	1	2	0	3	3	138	1	2	0	1	0	3	8
1817_tnpA_AE014299.2	0	2	5	14	59	20	1105	137	1	0	2	8	152	1481	56	484	2	110	1	0	232	7	5	5	1	5	1	34	3	2	75	11	5	2	242	3	0	150	258	1	404	732	14	335	12	11	31	31	1	0	5	1	5	222	0	3	2	7	686	509	7	0	5	2	2	4	1628	34	160	4	2	261	2	3	5	45	0	3	4	3131	883	5	751	8	204	2482	403	1339	6	4	4	1	31	5	470	269
1536_tnpA_EF151283.1	0	0	0	2	0	0	0	1	0	0	0	0	2	0	0	0	1	0	0	1	0	1	2	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	1	0	1	1	0	0	1	2	0	0	2	0	0	0	0	0	0	1	0	0	0	1	0	3	0	0	0	13	0	0	0	0	0	1	1
412_tnpA_FN806773.1	1	1	3	27	3	0	21	0	0	71	1	9	2	2	11	0	1	1	0	0	0	0	3	0	55	0	0	0	0	1	0	0	0	0	1	2	41	3	14	0	0	0	1	4	13	14	0	1	11	3	2	15	1	1	7	0	0	1	0	0	2	0	0	0	39	0	3	1	2	0	2	3	0	1	0	45	8	0	25	0	0	0	0	4	3	0	1	11	138	11	4	0	0	16	5	3
702_tnpA_DQ517526.1	38	249	562	25	148	95	259	291	17	15	275	6	56	641	36	130	57	54	6	4	55	10	16	1	234	7	1	52	3	7	57	4	178	6	58	19	24	73	235	10	200	98	8	89	107	143	24	36	10	12	10	342	1579	49	42	0	12	13	139	226	7	1	64	33	16	0	440	75	176	15	41	61	2	25	5	214	52	22	52	576	138	40	342	17	93	224	91	432	56	20	41	2	45	194	197	515
2789_tnpA5_HG916853.1	0	14	18	5	1	0	4	2	0	0	34	0	0	0	1	0	6	0	0	0	0	0	8	0	12	0	0	0	0	0	0	0	5	0	0	0	1	0	0	3	0	0	0	0	0	0	0	2	1	0	0	0	2	0	13	0	0	1	0	0	1	0	0	0	15	0	0	0	1	0	0	1	0	1	0	1	5	0	4	1	1	0	0	0	11	1	2	2	33	0	0	0	0	1	1	0
2363_tnpA1_AJ245436.1	1	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	82	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1850_ISRj1_X02581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
371_tnpA_JF729197.1	5	3	750	5	13	6	49	150	11	14	100	6	25	324	20	59	20	7	5	1	104	3	2	0	55	3	0	10	1	1	12	1	346	2	34	9	62	101	139	5	62	43	9	22	58	192	4	18	6	8	1	207	1436	14	17	0	3	65	220	71	0	1	5	11	15	0	161	73	162	5	7	27	0	80	7	94	22	12	894	425	94	8	114	5	17	209	18	311	27	4	1	1	11	199	52	176
1039_int2_LN907827.1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1381_IS91_APLF01000054.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
268_tnpA_KM396300.1	28	532	617	10	49	13	238	132	4	22	310	30	119	193	235	154	11	42	20	0	48	2	4	0	43	33	1	33	1	2	43	1	212	3	67	57	15	51	196	128	53	20	87	85	279	329	7	29	14	4	10	851	1083	55	20	1	6	14	130	69	7	0	56	12	78	3	464	29	79	9	16	86	0	4	3	118	5	45	126	156	142	63	99	30	120	154	95	622	29	12	66	1	54	357	193	296
801_tniA_KF040452.1	0	0	5	0	0	2	8	2	0	1	0	77	0	1	0	2	3	0	0	0	6	42	325	0	3	0	0	0	0	8	1	0	2	0	1	0	0	1	4	0	19	2	0	4	1	22	0	6	0	0	0	1	14	0	1	0	0	0	18	33	0	0	9	0	5	0	8	6	3	2	4	1	1	2	0	5	0	1	1	0	1	1	32	0	0	4	1	1	1	1	1	0	3	21	3	0
1076_int2_CP003889.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1726_tnpA_JN695267.1	0	0	0	0	0	6	2	0	0	19	0	0	4	0	0	0	0	0	2	0	0	3	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	6	0	0	0	1	0	0	1	5	0	0	0	0	0	1	7	0	1	0	0	0	0	0	0	0	0	3	1	0	0	0	2	0	0	0	0	0	0	3	15	0	12	0	0	0	0	0	1	0	0	0	4	0	2	0	0	7	0	0
739_tnpA_FQ482074.1	0	0	248	1	1	2	11	186	0	4	1	1	12	110	1	10	4	15	6	1	1	1	0	1	65	1	1	0	0	0	1	1	7	1	2	2	17	17	340	1	0	44	1	3	45	27	1	0	0	0	2	197	569	2	90	0	37	2	3	2	1	1	1	0	2	1	9	10	178	6	0	1	0	34	2	21	172	25	116	82	7	7	2	2	2	4	1	22	3	1	0	0	7	30	5	586
783_IS91_MSJV01000504.1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2293_IS91_CP018091.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
