Taxa	BFH10_S128	BFH11_S129	BFH12_S130	BFH13_S131	BFH14_S132	BFH15_S133	BFH16_S134	BFH17_S135	BFH18_S136	BFH19_S137	BFH1_S123	BFH20_S138	BFH21_S139	BFH22_S140	BFH23_S141	BFH24_S142	BFH25_S143	BFH26_S144	BFH27_S145	BFH28_S146	BFH29_S147	BFH30_S148	BFH31_S149	BFH32_S150	BFH33_S151	BFH34_S152	BFH35_S153	BFH36_S154	BFH37_S155	BFH38A_S156	BFH38B_S157	BFH39_S158	BFH40_S159	BFH41_S160	BFH42_S161	BFH4_S124	BFH6_S125	BFH8_S126	BFH9_S127	BH01_S76	BH02_S77	BH03_S78	BH04_S79	BH05_S80	BH06_S81	BH07_S82	BH09_S83	BH10_S84	BH11_S85	BH13_S86	BH14_S87	BH20_S88	BH22_S89	BH24_S90	BH25_S91	BH27_S92	BH29_S93	BH30_S94	BH31_S95	BH32_S96	BH33_S97	BH34A_S98	BH34B_S99	BH35_S100	BH36_S101	BH37_S102	BH38_S103	BH39_S104	BH44_S105	BH45_S106	BH46_S107	BH47_S108	BH48_S109	BH49_S110	BH50_S111	BH52_S112	BH58_S113	BH59_S114	BH60_S115	BH61_S116	BH62_S117	BH63_S118	BSE100_S122	BSE74_S119	BSE79_S120	BSE93_S121	FH10_S171	FH1_S162	FH2_S163	FH3_S164	FH4_S165	FH5_S166	FH6_S167	FH7_S168	FH8_S169	FH9_S170
Archaea;Euryarchaeota;Methanococci;Methanococcales;Methanocaldococcaceae;Methanocaldococcus	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
Archaea;Euryarchaeota;Methanococci;Methanococcales;Methanocaldococcaceae;Methanotorris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Archaea;Euryarchaeota;Methanococci;Methanococcales;Methanocaldococcaceae;Unclassified Methanocaldococcaceae	0	1	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	2	0	0	0	0	0	0	0	0	0	0
Archaea;Euryarchaeota;Methanococci;Methanococcales;Methanococcaceae;Methanococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Archaea;Euryarchaeota;Methanococci;Methanococcales;Methanococcaceae;Unclassified Methanococcaceae	1	2	2	1	0	0	0	4	0	0	3	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	6	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	2	7	0	0	0	0	0	0	0	0	0	0
Archaea;Euryarchaeota;Methanococci;Methanococcales;Unclassified Methanococcales;	0	1	7	1	0	0	0	28	0	0	2	0	4	0	0	0	0	0	5	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0	0	4	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	1	0	1	1	2	0	0	0	0	0	0	0	1	3	2	0	0	0	0	0	0	0	0	0	7	3	13	9	0	0	0	0	0	0	0	0	0	0
Archaea;Euryarchaeota;Methanomicrobia;Methanocellales;Methanocellaceae;Methanocella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Archaea;Euryarchaeota;Methanomicrobia;Methanocellales;Methanocellaceae;Unclassified Methanocellaceae	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Archaea;Euryarchaeota;Methanomicrobia;Methanocellales;Unclassified Methanocellales;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Archaea;Euryarchaeota;Methanomicrobia;Methanomicrobiales;Family Incertae Sedis;Methanocalculus	3	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	3	4	0	0	0	0	0	0	0	1	4	0	0	0	0	0	2	1	0	0	0	1	0	0	1	0	0	0	21	9	1	0	7	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Archaea;Euryarchaeota;Methanomicrobia;Methanomicrobiales;Family Incertae Sedis;Unclassified Family Incertae Sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Archaea;Euryarchaeota;Methanomicrobia;Methanomicrobiales;Methanocorpusculaceae;Methanocorpusculum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Archaea;Euryarchaeota;Methanomicrobia;Methanomicrobiales;Methanocorpusculaceae;Unclassified Methanocorpusculaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Archaea;Euryarchaeota;Methanomicrobia;Methanomicrobiales;Methanomicrobiaceae;Methanoculleus	2	6	2	1	0	1	0	1	1	3	6	0	4	1	0	0	0	5	0	0	0	0	3	1	6	1	0	0	0	0	0	1	0	0	9	2	1	15	6	0	0	1	0	1	6	0	0	0	0	4	19	0	0	0	0	1	1	1	1	0	0	2	0	2	7	0	3	4	30	13	9	1	5	1	23	0	0	0	0	0	2	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0
Archaea;Euryarchaeota;Methanomicrobia;Methanomicrobiales;Methanomicrobiaceae;Methanofollis	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0	0	2	0	0	3	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0
Archaea;Euryarchaeota;Methanomicrobia;Methanomicrobiales;Methanomicrobiaceae;Methanogenium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Archaea;Euryarchaeota;Methanomicrobia;Methanomicrobiales;Methanomicrobiaceae;Methanoplanus	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Archaea;Euryarchaeota;Methanomicrobia;Methanomicrobiales;Methanomicrobiaceae;Unclassified Methanomicrobiaceae	3	6	4	1	0	0	1	5	0	0	1	0	0	0	0	0	0	1	0	4	0	0	3	0	3	1	0	0	0	0	0	0	0	3	2	1	0	12	6	0	6	1	1	0	4	0	0	0	3	5	6	0	1	0	0	0	0	0	1	1	0	0	2	0	0	0	2	3	13	1	4	0	3	1	9	0	0	0	0	8	2	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0
Archaea;Euryarchaeota;Methanomicrobia;Methanomicrobiales;Methanoregulaceae;Methanolinea	6	2	0	0	0	0	0	0	0	2	7	0	1	0	1	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	2	6	1	0	3	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	0	2	11	8	12	2	5	0	5	0	0	0	0	4	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Archaea;Euryarchaeota;Methanomicrobia;Methanomicrobiales;Methanoregulaceae;Methanoregula	6	77	79	13	2	9	1	1	2	8	498	36	5	7	10	1	28	221	0	96	2	1	98	1	135	8	0	3	4	0	0	0	1	33	3	6	41	187	66	0	6	0	0	1	32	0	0	0	2	54	88	0	0	1	1	1	9	19	27	0	9	52	55	3	2	5	3	102	31	20	428	34	32	41	95	1	10	7	4	19	16	0	1	5	104	2	0	1	2	0	0	0	2	0	0	0
Archaea;Euryarchaeota;Methanomicrobia;Methanomicrobiales;Methanoregulaceae;Methanosphaerula	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Archaea;Euryarchaeota;Methanomicrobia;Methanomicrobiales;Methanoregulaceae;Unclassified Methanoregulaceae	7	51	54	6	2	9	2	5	2	2	236	18	1	2	2	0	8	115	0	60	3	1	31	1	42	7	0	2	4	0	0	0	2	5	5	6	33	133	36	0	10	1	0	0	22	1	0	0	1	38	89	1	0	2	0	0	3	5	15	0	4	13	21	3	1	3	3	62	6	9	177	16	10	22	72	0	9	0	4	21	6	0	0	0	47	1	0	0	0	0	0	0	0	0	1	0
Archaea;Euryarchaeota;Methanomicrobia;Methanomicrobiales;Methanospirillaceae;Methanospirillum	223	13	19	13	3	45	149	6	106	111	116	81	2	119	9	0	7	16	2	47	69	17	5	7	27	10	4	1	14	4	8	8	49	16	34	20	25	455	4	0	48	133	2	34	143	5	0	0	1	101	362	2	0	2	1	83	69	69	14	8	8	59	52	51	336	162	90	351	1342	1026	30	39	215	22	647	4	24	14	11	38	26	1	1	0	7	4	0	1	0	0	1	0	1	1	1	1
Archaea;Euryarchaeota;Methanomicrobia;Methanomicrobiales;Methanospirillaceae;Unclassified Methanospirillaceae	3	0	1	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	2	4	0	0	0	0	1	1	0	1	0	0	1	0	0	0	1	0	3	7	5	0	1	0	1	7	0	2	4	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Archaea;Euryarchaeota;Methanomicrobia;Methanomicrobiales;Unclassified Methanomicrobiales;	47	44	47	8	4	9	14	20	10	27	180	26	1	16	9	0	15	91	3	65	8	1	28	3	70	4	1	1	3	1	0	2	13	12	13	16	51	145	39	0	33	14	2	5	37	1	0	0	11	38	157	0	1	0	1	8	23	19	15	1	7	25	25	6	31	13	9	68	223	125	149	15	65	26	140	2	17	3	2	32	20	1	5	8	61	5	0	1	0	0	0	0	0	0	1	0
Archaea;Euryarchaeota;Methanomicrobia;Methanosarcinales;Methanosaetaceae;Methanosaeta	204	178	90	8	5	12	5	1	328	382	398	295	9	16	0	1	5	5	3	120	262	14	24	0	16	33	5	12	5	48	33	6	30	28	87	19	87	64	113	0	4	0	0	6	17	4	0	1	1	43	503	2	1	1	2	11	48	51	15	103	8	106	102	15	33	88	33	172	1835	1395	89	21	182	27	247	5	16	5	6	96	61	1	7	2	17	4	0	1	1	0	1	0	0	0	2	1
Archaea;Euryarchaeota;Methanomicrobia;Methanosarcinales;Methanosaetaceae;Unclassified Methanosaetaceae	0	1	2	0	0	0	0	1	1	0	0	3	2	0	0	0	0	0	0	2	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	9	6	0	0	0	0	0	0	0	0	0	1	0	0	1	3	1	5	0	0	0	0	0	0	0	0	0	0
Archaea;Euryarchaeota;Methanomicrobia;Methanosarcinales;Methanosarcinaceae;Methanimicrococcus	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Archaea;Euryarchaeota;Methanomicrobia;Methanosarcinales;Methanosarcinaceae;Methanococcoides	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Archaea;Euryarchaeota;Methanomicrobia;Methanosarcinales;Methanosarcinaceae;Methanohalobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Archaea;Euryarchaeota;Methanomicrobia;Methanosarcinales;Methanosarcinaceae;Methanolobus	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Archaea;Euryarchaeota;Methanomicrobia;Methanosarcinales;Methanosarcinaceae;Methanomethylovorans	7	3	3	2	0	4	7	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	1	1	0	4	1	1	0	2	4	146	0	0	1	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	2	4	0	3	0	3	1	3	7	1	2	6	2	1	0	1	1	3	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Archaea;Euryarchaeota;Methanomicrobia;Methanosarcinales;Methanosarcinaceae;Methanosarcina	0	0	4	2	0	4	1	0	14	72	4	28	18	2	0	0	2	0	0	51	3	3	3	3	0	1	1	0	0	1	0	0	13	9	3	1	7	0	148	1	43	1	0	0	1	0	0	0	1	4	128	0	0	0	2	0	12	4	1	13	4	19	26	1	446	16	16	1	328	133	0	1	76	12	218	2	0	0	0	1	0	0	0	4	1	7	0	2	0	0	0	0	0	0	1	0
Archaea;Euryarchaeota;Methanomicrobia;Methanosarcinales;Methanosarcinaceae;Unclassified Methanosarcinaceae	42	27	10	27	4	18	64	13	0	0	42	5	0	0	0	0	0	2	1	4	2	1	0	0	7	3	0	0	0	10	7	2	20	27	0	1	28	23	1634	0	4	15	3	16	12	0	1	0	2	0	12	0	1	0	0	9	1	6	13	0	11	29	31	13	53	3	20	14	70	52	21	16	43	22	5	1	22	9	37	46	44	0	1	1	2	1	0	0	0	0	0	0	0	0	0	1
Archaea;Euryarchaeota;Methanomicrobia;Methanosarcinales;Methermicoccaceae;Unclassified Methermicoccaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Archaea;Euryarchaeota;Methanomicrobia;Methanosarcinales;Unclassified Methanosarcinales;	22	24	17	0	0	5	1	30	28	36	37	32	7	2	0	0	0	1	3	13	23	2	6	2	1	8	0	0	0	2	3	0	1	5	9	17	7	12	15	0	1	0	1	0	3	4	0	0	11	1	33	0	0	1	0	0	3	4	5	11	2	11	17	3	1	10	4	15	149	113	10	5	22	2	32	2	0	0	1	5	3	0	3	5	16	5	0	2	0	0	0	0	0	0	1	0
Archaea;Euryarchaeota;Methanomicrobia;Unclassified Methanomicrobia;;	3	7	7	1	1	0	1	31	4	6	7	1	4	1	0	0	0	1	2	1	1	0	0	1	1	0	0	0	0	1	0	0	1	5	1	3	2	0	18	0	0	0	0	0	0	0	0	0	9	2	10	0	0	0	0	0	0	1	1	1	0	0	1	0	5	0	2	3	43	21	2	1	6	1	18	0	1	1	2	2	0	0	3	1	16	5	0	0	0	0	0	0	0	0	0	0
Archaea;Euryarchaeota;Methanopyri;Methanopyrales;Methanopyraceae;Methanopyrus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Pyrococcus	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Thermococcus	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Unclassified Thermococcaceae	0	0	1	0	0	0	0	29	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	6	2	1	1	0	0	0	1	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	8	1	8	0	0	0	0	0	0	0	0	0	0
Archaea;Euryarchaeota;Thermococci;Thermococcales;Unclassified Thermococcales;	0	7	3	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0
Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;BSLdp215;Unclassified BSLdp215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Deep Sea Hydrothermal Vent Gp 2;Unclassified Deep Sea Hydrothermal Vent Gp 2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Family Incertae Sedis;Thermogymnomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Ferroplasmaceae;Unclassified Ferroplasmaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Methanomassiliicoccus;Methanomassiliicoccus	12	5	18	25	0	2	25	0	2	0	13	1	3	0	0	0	0	0	0	9	0	0	4	1	3	0	0	0	0	0	0	0	1	0	3	3	2	7	23	0	0	0	0	2	3	0	0	0	0	1	10	0	0	0	0	0	2	1	0	2	2	9	7	0	0	0	0	12	0	0	28	2	5	3	0	0	4	1	0	16	3	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0
Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Methanomassiliicoccus;Unclassified Methanomassiliicoccus	2	1	6	4	0	1	2	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	3	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Terrestrial Miscellaneous Gp;Unclassified Terrestrial Miscellaneous Gp	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Thermoplasmataceae;Thermoplasma	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Thermoplasmataceae;Unclassified Thermoplasmataceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Unclassified Thermoplasmatales;	16	6	22	27	0	3	52	2	4	1	20	0	3	0	0	0	1	0	1	16	0	0	3	0	1	0	0	0	0	0	0	1	9	3	7	5	5	29	17	0	0	6	2	1	14	0	0	0	6	0	36	1	0	0	0	0	0	1	1	4	1	6	5	0	1	0	0	47	0	2	46	4	6	2	1	1	2	2	1	6	5	0	3	2	8	3	1	0	0	0	0	0	0	0	0	0
Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;vadinCA11 gut group;Unclassified vadinCA11 gut group	5	3	6	6	0	0	10	3	16	0	6	2	1	0	0	0	1	0	0	3	0	4	2	1	6	0	0	0	0	5	3	3	28	13	8	26	2	17	2	0	0	0	1	1	61	1	0	0	2	2	7	0	0	0	0	0	0	3	3	2	2	3	8	1	0	2	3	72	0	0	73	5	7	2	7	0	1	0	0	19	16	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0
Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;vadinCA11 gut group;archaeon PY-11	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
